date,t,rr1,rr3,rr6,ff,raf10,rafper,u,vv,n,cl,cm,ch,day,week,precipitation,cloudy_day
2021-05-25 15:00:00,288.15,0.0,0.0,0.4,7.5,12.4,13.5,57,14030,90.0,34.833333333333336,21.0,10.333333333333334,2021-05-25,21,0,0
2021-05-25 18:00:00,287.25,0.0,0.0,0.0,5.2,8.1,12.2,57,33130,75.0,34.833333333333336,21.0,10.333333333333334,2021-05-25,21,0,0
2021-05-25 21:00:00,283.65,0.6,0.6,0.6,2.4,4.2,6.1,87,8980,100.0,35.0,21.0,10.333333333333334,2021-05-25,21,1,0
2021-05-26 00:00:00,283.05,1.6,3.6,4.2,5.1,8.3,10.2,93,12000,100.0,35.0,23.0,11.08829365079365,2021-05-26,21,1,0
2021-05-26 03:00:00,283.15,0.8,4.3,7.9,5.7,10.0,11.6,96,5070,100.0,37.0,23.0,11.08829365079365,2021-05-26,21,1,0
2021-05-26 06:00:00,284.35,0.0,0.2,4.5,7.1,12.3,14.8,84,25000,90.0,35.0,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-26 09:00:00,285.75,0.0,0.0,0.2,5.1,8.6,9.9,72,25000,90.0,38.0,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-26 12:00:00,288.15,0.0,0.0,0.0,4.9,8.5,9.0,60,25000,90.0,38.0,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-26 15:00:00,287.45,0.0,0.0,0.0,5.9,9.5,10.8,59,25000,100.0,38.0,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-26 18:00:00,286.05,0.0,0.0,0.0,3.6,5.7,7.2,70,47800,100.0,35.857142857142854,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-26 21:00:00,284.55,0.0,0.0,0.0,3.0,4.4,5.0,84,48590,90.0,30.0,23.0,11.08829365079365,2021-05-26,21,0,0
2021-05-27 00:00:00,283.35,0.0,0.0,0.0,1.9,3.2,3.2,90,39780,90.0,35.0,23.0,10.571428571428571,2021-05-27,21,0,0
2021-05-27 03:00:00,280.75,0.0,0.0,0.0,1.5,1.8,1.9,97,590,40.0,30.0,20.0,11.0,2021-05-27,21,0,0
2021-05-27 06:00:00,285.05,0.0,0.0,0.0,0.0,1.2,1.8,83,25000,10.0,30.0,20.0,11.0,2021-05-27,21,0,0
2021-05-27 09:00:00,289.45,0.0,0.0,0.0,1.6,3.6,3.7,56,25930,40.0,31.0,20.0,11.0,2021-05-27,21,0,0
2021-05-27 12:00:00,292.05,0.0,0.0,0.0,2.2,4.0,4.8,43,35000,60.0,31.0,20.0,11.0,2021-05-27,21,0,0
2021-05-27 15:00:00,291.95,0.0,0.0,0.0,0.8,2.4,5.4,44,35000,75.0,35.0,20.0,10.0,2021-05-27,21,0,0
2021-05-27 18:00:00,290.95,0.0,0.0,0.0,3.0,6.2,6.2,48,35000,60.0,35.0,20.0,10.0,2021-05-27,21,0,0
2021-05-27 21:00:00,285.05,0.0,0.0,0.0,0.7,1.1,1.9,73,35000,10.0,35.0,20.0,10.0,2021-05-27,21,0,0
2021-05-28 00:00:00,282.85,0.0,0.0,0.0,1.2,1.4,1.6,82,35000,0.0,30.0,20.0,10.0,2021-05-28,21,0,0
2021-05-28 03:00:00,283.15,0.0,0.0,0.0,0.9,1.3,3.1,86,19880,10.0,30.0,20.0,11.0,2021-05-28,21,0,0
2021-05-28 06:00:00,285.95,0.0,0.0,0.0,3.3,4.9,4.9,78,12050,38.57142857142857,30.285714285714285,22.142857142857142,10.571428571428571,2021-05-28,21,0,0
2021-05-28 09:00:00,291.25,0.0,0.0,0.0,3.6,5.7,6.3,58,35000,75.0,30.0,23.0,11.0,2021-05-28,21,0,0
2021-05-28 12:00:00,293.85,0.0,0.0,0.0,4.1,7.9,7.9,43,35000,75.0,31.0,23.0,11.0,2021-05-28,21,0,0
2021-05-28 15:00:00,295.45,0.0,0.0,0.0,4.3,7.2,7.6,40,35000,60.0,31.0,23.0,11.0,2021-05-28,21,0,0
2021-05-28 18:00:00,293.45,0.0,0.0,0.0,5.5,7.9,7.9,49,35000,25.0,30.0,23.0,10.0,2021-05-28,21,0,0
2021-05-28 21:00:00,289.55,0.0,0.0,0.0,3.2,4.6,6.8,57,20000,25.0,30.0,23.0,10.0,2021-05-28,21,0,0
2021-05-29 00:00:00,286.55,0.0,0.0,0.0,2.3,3.5,4.7,75,32800,0.0,30.0,20.0,10.0,2021-05-29,21,0,0
2021-05-29 03:00:00,284.25,0.0,0.0,0.0,1.3,1.8,3.4,84,25000,25.0,30.0,23.0,11.0,2021-05-29,21,0,0
2021-05-29 06:00:00,287.35,0.0,0.0,0.0,1.7,2.5,2.8,72,25000,75.0,30.0,23.0,11.0,2021-05-29,21,0,0
2021-05-29 09:00:00,292.35,0.0,0.0,0.0,4.3,6.6,6.6,45,19980,75.0,30.0,20.0,12.0,2021-05-29,21,0,0
2021-05-29 12:00:00,294.45,0.0,0.0,0.0,4.7,8.7,9.1,43,25000,60.0,31.0,20.0,12.0,2021-05-29,21,0,0
2021-05-29 15:00:00,295.35,0.0,0.0,0.0,6.5,10.4,15.9,41,15750,45.714285714285715,30.285714285714285,20.857142857142858,11.428571428571429,2021-05-29,21,0,0
2021-05-29 18:00:00,293.95,0.0,0.0,0.0,5.1,7.9,7.9,42,25000,60.0,31.0,20.0,12.0,2021-05-29,21,0,0
2021-05-29 21:00:00,291.05,0.0,0.0,0.0,4.4,6.5,9.1,49,25000,25.0,30.0,20.0,12.0,2021-05-29,21,0,0
2021-05-30 00:00:00,288.15,0.0,0.0,0.0,5.2,7.7,8.5,58,25000,0.0,30.0,20.0,10.0,2021-05-30,21,0,0
2021-05-30 03:00:00,285.85,0.0,0.0,0.0,3.2,4.6,7.1,69,36890,0.0,30.0,20.0,10.0,2021-05-30,21,0,0
2021-05-30 06:00:00,287.55,0.0,0.0,0.0,4.1,5.9,6.9,64,30000,40.0,30.0,20.0,11.0,2021-05-30,21,0,0
2021-05-30 09:00:00,291.95,0.0,0.0,0.0,3.8,5.8,6.8,55,30000,50.0,30.0,20.0,11.0,2021-05-30,21,0,0
2021-05-30 12:00:00,294.85,0.0,0.0,0.0,4.5,8.3,8.4,40,18910,60.0,31.0,20.0,11.0,2021-05-30,21,0,0
2021-05-30 15:00:00,296.15,0.0,0.0,0.0,5.0,8.4,9.8,40,30000,50.0,31.0,20.0,11.0,2021-05-30,21,0,0
2021-05-30 18:00:00,294.05,0.0,0.0,0.0,5.4,10.4,10.4,43,30000,60.0,34.0,20.0,11.0,2021-05-30,21,0,0
2021-05-30 21:00:00,290.65,0.0,0.0,0.0,3.6,5.4,6.9,52,25000,0.0,30.0,20.0,10.0,2021-05-30,21,0,0
2021-05-31 00:00:00,288.45,0.0,0.0,0.0,3.9,5.8,6.6,56,25000,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 03:00:00,285.85,0.0,0.0,0.0,2.9,3.5,5.2,65,25000,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 06:00:00,289.55,0.0,0.0,0.0,2.9,4.4,4.5,53,19220,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 09:00:00,293.35,0.0,0.0,0.0,7.0,11.4,11.4,38,25000,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 12:00:00,295.75,0.0,0.0,0.0,5.0,8.6,9.6,34,13450,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 15:00:00,296.65,0.0,0.0,0.0,4.4,8.3,8.5,33,25000,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 18:00:00,295.65,0.0,0.0,0.0,5.7,9.1,9.1,35,25000,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-05-31 21:00:00,291.75,0.0,0.0,0.0,3.2,5.3,5.3,46,49730,0.0,30.0,20.0,10.0,2021-05-31,22,0,0
2021-04-01 00:00:00,284.85,0.0,0.0,0.0,0.6,0.8,1.1,70,25000,0.0,30.0,20.0,10.0,2021-04-01,13,0,0
2021-04-01 03:00:00,282.75,0.0,0.0,0.0,1.1,1.3,1.3,80,25000,10.0,30.0,20.0,11.0,2021-04-01,13,0,0
2021-04-01 06:00:00,281.75,0.0,0.0,0.0,0.7,2.1,3.0,84,15000,25.0,30.0,20.0,11.0,2021-04-01,13,0,0
2021-04-01 09:00:00,291.25,0.0,0.0,0.0,1.2,2.1,2.5,59,9330,5.0,30.0,20.0,10.285714285714286,2021-04-01,13,0,0
2021-04-01 12:00:00,296.55,0.0,0.0,0.0,4.7,6.9,7.1,34,15000,0.0,30.0,20.0,10.0,2021-04-01,13,0,0
2021-04-01 15:00:00,297.05,0.0,0.0,0.0,4.9,8.3,8.4,34,15000,0.0,30.0,20.0,10.0,2021-04-01,13,0,0
2021-04-01 18:00:00,294.35,0.0,0.0,0.0,6.9,10.1,10.1,49,7180,0.0,30.0,20.0,10.0,2021-04-01,13,0,0
2021-04-01 21:00:00,289.15,0.0,0.0,0.0,6.5,11.4,11.4,71,3830,0.0,30.0,20.0,10.0,2021-04-01,13,0,0
2021-04-02 00:00:00,285.15,0.0,0.0,0.0,5.6,9.3,10.1,77,10870,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 03:00:00,282.05,0.0,0.0,0.0,6.0,8.5,9.1,79,12000,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 06:00:00,280.25,0.0,0.0,0.0,5.4,8.4,10.5,81,11110,40.0,30.0,20.0,11.0,2021-04-02,13,0,0
2021-04-02 09:00:00,282.55,0.0,0.0,0.0,9.1,12.1,12.9,61,15000,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 12:00:00,285.35,0.0,0.0,0.0,7.5,12.7,12.7,49,13030,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 15:00:00,286.55,0.0,0.0,0.0,7.7,12.8,13.4,50,13750,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 18:00:00,284.15,0.0,0.0,0.0,7.8,12.0,13.3,52,20000,0.0,30.0,20.0,10.0,2021-04-02,13,0,0
2021-04-02 21:00:00,279.35,0.0,0.0,0.0,9.4,14.1,14.6,69,20000,10.0,35.0,20.0,10.0,2021-04-02,13,0,0
2021-04-03 00:00:00,278.75,0.0,0.0,0.0,6.5,9.9,11.5,69,15000,90.0,35.0,20.0,10.333333333333334,2021-04-03,13,0,0
2021-04-03 03:00:00,279.35,0.0,0.0,0.0,8.1,12.8,14.4,65,15000,90.0,35.0,20.0,10.333333333333334,2021-04-03,13,0,0
2021-04-03 06:00:00,279.05,0.0,0.0,0.0,8.7,12.4,13.6,71,18110,90.0,38.0,20.0,10.333333333333334,2021-04-03,13,0,0
2021-04-03 09:00:00,279.55,0.0,0.0,0.0,7.2,11.4,14.0,64,15920,90.0,35.0,20.0,10.333333333333334,2021-04-03,13,0,0
2021-04-03 12:00:00,282.15,0.0,0.0,0.0,7.8,11.9,13.2,55,15310,90.0,33.285714285714285,20.0,10.333333333333334,2021-04-03,13,0,0
2021-04-03 15:00:00,284.45,0.0,0.0,0.0,7.2,11.9,12.6,47,12760,0.0,30.0,20.0,10.0,2021-04-03,13,0,0
2021-04-03 18:00:00,283.25,0.0,0.0,0.0,6.6,10.2,10.5,50,30000,10.0,30.0,20.0,11.0,2021-04-03,13,0,0
2021-04-03 21:00:00,281.05,0.0,0.0,0.0,6.5,9.7,10.9,62,16400,0.0,30.0,20.0,10.0,2021-04-03,13,0,0
2021-04-04 00:00:00,278.35,0.0,0.0,0.0,4.6,7.5,9.1,78,11750,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 03:00:00,276.95,0.0,0.0,0.0,3.7,5.5,8.3,83,20000,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 06:00:00,276.25,0.0,0.0,0.0,4.4,7.2,8.5,85,8940,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 09:00:00,280.85,0.0,0.0,0.0,4.0,6.8,7.4,69,10940,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 12:00:00,284.65,0.0,0.0,0.0,4.3,7.3,8.3,56,12700,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 15:00:00,286.05,0.0,0.0,0.0,2.6,5.3,7.7,46,13900,0.0,30.0,20.0,10.0,2021-04-04,13,0,0
2021-04-04 18:00:00,283.65,0.0,0.0,0.0,3.0,4.5,6.6,57,16000,25.0,30.0,20.0,11.0,2021-04-04,13,0,0
2021-04-04 21:00:00,279.65,0.0,0.0,0.0,1.2,1.5,4.4,72,20000,25.0,30.0,20.0,11.0,2021-04-04,13,0,0
2021-04-05 00:00:00,278.35,0.0,0.0,0.0,2.4,3.6,3.6,82,20000,0.0,30.0,20.0,10.0,2021-04-05,14,0,0
2021-04-05 03:00:00,276.35,0.0,0.0,0.0,3.0,4.1,5.0,90,5600,70.0,34.0,20.0,10.333333333333334,2021-04-05,14,0,0
2021-04-05 06:00:00,275.85,0.0,0.0,0.0,3.9,5.2,5.8,92,9000,90.0,30.0,20.0,11.0,2021-04-05,14,0,0
2021-04-05 09:00:00,279.15,0.0,0.0,0.0,4.5,6.8,8.7,91,5500,100.0,37.0,20.0,10.333333333333334,2021-04-05,14,0,0
2021-04-05 12:00:00,282.35,0.0,0.0,0.0,4.3,7.7,8.7,79,7310,100.0,34.0,20.0,10.333333333333334,2021-04-05,14,0,0
2021-04-05 15:00:00,278.35,0.0,0.4,0.4,7.4,12.0,13.2,79,11290,100.0,34.0,20.0,10.333333333333334,2021-04-05,14,0,0
2021-04-05 18:00:00,277.55,0.0,0.0,0.4,4.7,7.0,7.4,72,20000,90.0,38.0,20.0,10.333333333333334,2021-04-05,14,0,0
2021-04-05 21:00:00,275.75,0.0,0.0,0.0,5.3,8.7,9.6,55,20000,10.0,35.0,20.0,10.0,2021-04-05,14,0,0
2021-04-06 00:00:00,273.05,0.0,0.0,0.0,1.9,2.3,2.5,65,20000,0.0,30.0,20.0,10.0,2021-04-06,14,0,0
2021-04-06 03:00:00,271.75,0.0,0.0,0.0,3.6,4.7,4.7,76,19530,0.0,30.0,20.0,10.0,2021-04-06,14,0,0
2021-04-06 06:00:00,272.65,0.0,0.0,0.0,2.4,4.0,4.9,67,20000,10.0,35.0,20.0,11.0,2021-04-06,14,0,0
2021-04-06 09:00:00,279.35,0.0,0.0,0.0,5.5,10.2,10.2,45,20000,50.0,35.0,23.0,10.166666666666666,2021-04-06,14,0,0
2021-04-06 12:00:00,280.55,0.0,0.0,0.0,4.8,8.2,13.9,43,25000,60.0,38.0,20.0,10.0,2021-04-06,14,0,0
2021-04-06 15:00:00,278.95,0.0,0.0,0.0,6.5,10.2,13.6,55,22860,60.0,39.0,20.0,10.0,2021-04-06,14,0,0
2021-04-06 18:00:00,277.75,0.0,0.2,0.2,6.1,9.0,11.4,39,44250,40.0,32.0,23.0,10.0,2021-04-06,14,0,0
2021-04-06 21:00:00,275.45,0.0,0.0,0.2,5.1,7.7,7.8,74,4530,100.0,34.142857142857146,20.857142857142858,10.166666666666666,2021-04-06,14,0,0
2021-04-07 00:00:00,273.95,0.0,0.0,0.0,3.1,4.5,4.5,83,20000,25.0,31.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 03:00:00,272.25,0.0,0.0,0.0,2.8,3.8,4.2,90,20000,0.0,30.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 06:00:00,272.45,0.0,0.0,0.0,2.9,4.3,4.7,91,5670,35.714285714285715,32.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 09:00:00,278.65,0.0,0.0,0.0,5.7,9.7,9.7,48,30000,10.0,31.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 12:00:00,281.15,0.0,0.0,0.0,3.8,7.7,10.0,45,35000,10.0,31.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 15:00:00,281.65,0.0,0.0,0.0,6.7,11.9,11.9,36,35000,25.0,31.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 18:00:00,281.05,0.0,0.0,0.0,5.5,9.1,10.4,40,58270,90.0,35.0,20.0,10.0,2021-04-07,14,0,0
2021-04-07 21:00:00,279.55,0.0,0.0,0.0,2.2,2.9,2.9,48,20000,90.0,35.0,20.0,10.0,2021-04-07,14,0,0
2021-04-08 00:00:00,278.75,0.0,0.0,0.0,1.4,2.0,2.8,57,48250,90.0,38.0,20.0,10.666666666666666,2021-04-08,14,0,0
2021-04-08 03:00:00,277.35,0.0,0.0,0.0,1.2,1.7,2.2,70,20000,90.0,35.0,20.0,10.666666666666666,2021-04-08,14,0,0
2021-04-08 06:00:00,276.95,0.0,0.0,0.0,1.2,1.5,1.9,74,20000,90.0,35.0,20.0,10.666666666666666,2021-04-08,14,0,0
2021-04-08 09:00:00,280.75,0.0,0.0,0.0,1.7,3.8,4.0,56,20000,90.0,35.0,20.0,10.666666666666666,2021-04-08,14,0,0
2021-04-08 12:00:00,282.95,0.0,0.0,0.0,1.7,4.0,4.9,48,29160,90.0,34.0,20.0,10.666666666666666,2021-04-08,14,0,0
2021-04-08 15:00:00,285.65,0.0,0.0,0.0,3.4,6.0,6.4,39,20000,40.0,35.0,20.0,10.0,2021-04-08,14,0,0
2021-04-08 18:00:00,284.25,0.0,0.0,0.0,1.9,3.9,4.9,41,30000,75.0,30.0,20.0,11.0,2021-04-08,14,0,0
2021-04-08 21:00:00,279.95,0.0,0.0,0.0,0.0,0.6,0.6,58,20000,75.0,30.0,20.0,11.0,2021-04-08,14,0,0
2021-04-09 00:00:00,279.35,0.0,0.0,0.0,0.8,1.0,1.0,60,20000,50.0,30.0,20.0,11.0,2021-04-09,14,0,0
2021-04-09 03:00:00,275.85,0.0,0.0,0.0,0.0,0.7,1.1,77,13090,75.0,30.0,20.0,11.0,2021-04-09,14,0,0
2021-04-09 06:00:00,276.25,0.0,0.0,0.0,1.2,1.8,2.3,82,15000,90.0,30.0,23.0,12.0,2021-04-09,14,0,0
2021-04-09 09:00:00,284.55,0.0,0.0,0.0,2.7,4.4,5.6,42,15000,90.0,30.0,23.0,12.0,2021-04-09,14,0,0
2021-04-09 12:00:00,289.55,0.0,0.0,0.0,5.0,8.3,8.3,38,25000,90.0,30.0,27.0,11.5,2021-04-09,14,0,0
2021-04-09 15:00:00,289.25,0.0,0.0,0.0,5.2,8.5,9.1,50,25000,90.0,35.0,23.0,11.5,2021-04-09,14,0,0
2021-04-09 18:00:00,286.45,0.4,0.6,0.6,2.0,3.0,3.6,80,8110,100.0,31.428571428571427,22.666666666666668,11.5,2021-04-09,14,1,0
2021-04-09 21:00:00,282.25,2.2,3.2,3.8,2.3,4.5,10.0,91,4660,90.0,35.0,22.666666666666668,11.5,2021-04-09,14,1,0
2021-04-10 00:00:00,281.45,0.4,2.9,6.1,2.5,3.6,4.8,95,5070,90.0,38.0,20.587301587301585,10.444444444444445,2021-04-10,14,1,0
2021-04-10 03:00:00,280.95,0.6,3.0,5.9,1.6,2.6,2.8,96,2610,100.0,37.0,20.587301587301585,10.444444444444445,2021-04-10,14,1,0
2021-04-10 06:00:00,281.05,0.8,4.0,7.0,1.9,2.9,4.4,98,2500,100.0,35.0,20.587301587301585,10.444444444444445,2021-04-10,14,1,0
2021-04-10 09:00:00,284.65,0.0,0.0,4.0,3.9,6.6,7.0,86,25680,100.0,35.0,20.587301587301585,10.444444444444445,2021-04-10,14,0,0
2021-04-10 12:00:00,286.55,0.0,0.0,0.0,5.9,9.7,11.7,72,27930,100.0,38.0,20.587301587301585,10.444444444444445,2021-04-10,14,0,0
2021-04-10 15:00:00,287.85,0.0,0.8,0.8,4.9,9.5,9.5,75,33010,100.0,38.0,20.587301587301585,10.444444444444445,2021-04-10,14,0,0
2021-04-10 18:00:00,286.75,0.0,0.4,1.2,6.3,9.8,9.8,81,22920,100.0,37.0,20.587301587301585,10.444444444444445,2021-04-10,14,0,0
2021-04-10 21:00:00,282.35,2.7,6.1,6.5,2.6,4.1,5.1,95,8000,90.0,38.0,20.587301587301585,10.444444444444445,2021-04-10,14,1,0
2021-04-11 00:00:00,281.35,0.6,0.8,6.9,3.2,5.0,6.6,95,4630,100.0,36.142857142857146,20.0,10.0,2021-04-11,14,1,0
2021-04-11 03:00:00,280.25,0.0,0.8,1.6,4.6,6.8,6.8,94,5160,100.0,37.0,20.0,10.0,2021-04-11,14,0,0
2021-04-11 06:00:00,277.75,0.4,0.8,1.6,5.9,8.6,9.6,93,5500,100.0,35.0,20.0,10.0,2021-04-11,14,1,0
2021-04-11 09:00:00,277.85,0.0,0.6,1.4,6.7,13.2,13.8,85,15000,100.0,35.0,20.0,10.0,2021-04-11,14,0,0
2021-04-11 12:00:00,279.15,0.0,0.0,0.6,6.7,10.2,11.0,74,15000,100.0,35.0,20.0,10.0,2021-04-11,14,0,0
2021-04-11 15:00:00,280.55,0.0,0.0,0.0,5.7,9.4,9.5,62,20000,90.0,38.0,20.0,10.0,2021-04-11,14,0,0
2021-04-11 18:00:00,280.15,0.0,0.0,0.0,4.6,10.0,11.5,58,20000,90.0,38.0,20.0,10.0,2021-04-11,14,0,0
2021-04-11 21:00:00,276.95,0.0,0.0,0.0,2.6,3.9,6.8,68,20000,10.0,35.0,20.0,10.0,2021-04-11,14,0,0
2021-04-12 00:00:00,274.75,0.0,0.0,0.0,1.5,1.8,5.4,80,20000,0.0,30.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 03:00:00,274.35,0.0,0.0,0.0,3.1,4.0,4.0,84,23660,10.0,35.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 06:00:00,274.75,0.0,0.0,0.0,2.9,4.1,4.9,86,10320,0.0,30.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 09:00:00,281.55,0.0,0.0,0.0,3.7,6.1,6.6,58,28000,10.0,31.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 12:00:00,283.95,0.0,0.0,0.0,4.8,8.6,8.6,39,27260,75.0,33.42857142857143,20.0,10.0,2021-04-12,15,0,0
2021-04-12 15:00:00,284.25,0.0,0.0,0.0,5.3,9.1,9.7,38,19930,75.0,32.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 18:00:00,281.15,0.0,0.0,0.0,4.8,7.0,8.2,65,50450,90.0,38.0,20.0,10.0,2021-04-12,15,0,0
2021-04-12 21:00:00,278.95,0.2,0.2,0.2,3.0,4.1,6.8,82,48930,90.0,38.0,20.0,10.0,2021-04-12,15,1,0
2021-04-13 00:00:00,278.05,0.0,0.0,0.2,2.7,4.1,5.7,89,20000,75.0,35.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 03:00:00,275.95,0.0,0.0,0.0,4.4,6.3,7.0,89,9000,10.0,35.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 06:00:00,275.95,0.0,0.0,0.0,4.2,5.7,7.8,85,5880,0.0,30.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 09:00:00,280.05,0.0,0.0,0.0,5.9,8.5,10.6,52,8340,10.0,31.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 12:00:00,282.75,0.0,0.0,0.0,3.9,7.2,9.4,38,30000,10.0,31.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 15:00:00,283.55,0.0,0.0,0.0,4.0,7.2,8.8,41,35000,25.0,34.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 18:00:00,282.45,0.0,0.0,0.0,5.3,8.4,8.4,40,27650,10.0,35.0,20.0,10.0,2021-04-13,15,0,0
2021-04-13 21:00:00,279.55,0.0,0.0,0.0,4.1,6.0,6.2,48,38580,0.0,30.0,20.0,10.0,2021-04-13,15,0,0
2021-04-14 00:00:00,276.85,0.0,0.0,0.0,3.1,4.0,4.2,61,30000,0.0,30.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 03:00:00,275.75,0.0,0.0,0.0,1.7,4.5,4.5,66,25000,0.0,30.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 06:00:00,276.45,0.0,0.0,0.0,2.6,4.0,6.4,66,20000,0.0,30.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 09:00:00,282.05,0.0,0.0,0.0,4.5,8.6,8.6,46,20000,0.0,30.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 12:00:00,283.95,0.0,0.0,0.0,3.8,8.7,9.5,36,18540,60.0,34.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 15:00:00,283.35,0.0,0.0,0.0,5.2,9.8,9.8,39,19160,75.0,35.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 18:00:00,281.75,0.0,0.0,0.0,6.0,9.2,11.8,44,37300,60.0,38.0,20.0,10.0,2021-04-14,15,0,0
2021-04-14 21:00:00,279.35,0.0,0.0,0.0,4.8,8.4,9.8,57,30000,10.0,35.0,20.0,10.0,2021-04-14,15,0,0
2021-04-15 00:00:00,277.95,0.0,0.0,0.0,4.7,8.2,8.2,73,20000,10.0,35.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 03:00:00,275.95,0.0,0.0,0.0,2.6,4.2,6.7,81,20000,0.0,30.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 06:00:00,276.35,0.0,0.0,0.0,3.5,4.9,7.6,81,6270,0.0,30.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 09:00:00,280.65,0.0,0.0,0.0,4.7,7.6,9.0,61,8340,40.0,31.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 12:00:00,281.55,0.0,0.0,0.0,6.8,10.1,12.4,46,15470,75.0,32.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 15:00:00,283.05,0.0,0.0,0.0,3.8,8.7,12.0,43,19860,60.0,38.0,20.0,10.0,2021-04-15,15,0,0
2021-04-15 18:00:00,281.15,0.0,0.0,0.0,3.9,6.2,10.8,49,30000,25.0,32.0,23.0,10.0,2021-04-15,15,0,0
2021-04-15 21:00:00,278.95,0.0,0.0,0.0,4.3,7.3,7.3,59,30970,30.0,32.57142857142857,20.428571428571427,10.0,2021-04-15,15,0,0
2021-04-16 00:00:00,277.65,0.0,0.0,0.0,3.8,5.5,6.7,66,30000,10.0,30.0,20.0,11.0,2021-04-16,15,0,0
2021-04-16 03:00:00,276.25,0.0,0.0,0.0,2.8,4.7,5.3,73,16800,60.0,30.0,20.0,11.0,2021-04-16,15,0,0
2021-04-16 06:00:00,276.55,0.0,0.0,0.0,3.1,5.9,7.3,73,13000,0.0,30.0,20.0,10.0,2021-04-16,15,0,0
2021-04-16 09:00:00,281.55,0.0,0.0,0.0,3.6,5.6,7.4,54,13000,0.0,30.0,20.0,10.0,2021-04-16,15,0,0
2021-04-16 12:00:00,283.95,0.0,0.0,0.0,6.3,10.0,10.2,39,19710,100.0,32.142857142857146,20.0,10.5,2021-04-16,15,0,0
2021-04-16 15:00:00,282.45,0.0,0.0,0.0,6.3,9.7,10.6,43,20000,90.0,35.0,20.0,10.5,2021-04-16,15,0,0
2021-04-16 18:00:00,281.85,0.0,0.0,0.0,5.6,9.1,11.5,49,20000,90.0,35.0,20.0,10.5,2021-04-16,15,0,0
2021-04-16 21:00:00,281.45,0.0,0.0,0.0,4.4,6.3,8.0,52,21300,100.0,35.0,20.0,10.5,2021-04-16,15,0,0
2021-04-17 00:00:00,280.65,0.0,0.0,0.0,4.5,6.6,9.5,65,20000,90.0,35.0,21.0,10.0,2021-04-17,15,0,0
2021-04-17 03:00:00,278.65,0.0,0.0,0.0,5.1,7.3,8.4,76,12930,90.0,35.0,21.0,10.0,2021-04-17,15,0,0
2021-04-17 06:00:00,277.55,0.0,0.0,0.0,5.2,7.5,7.7,81,10000,25.0,30.0,23.0,10.0,2021-04-17,15,0,0
